ID,Instances of works,Abstract Title,Instance Title,Generic Descriptor,Number of parts,Voice in the Polyphony,Primary Language,Secondary Language,Style of discourse,Number of stanzas,Number of envois,Date,Authors,Author commentary,L Index,MW Index,RS Index,T Index (Motets),T Index (Songs),Lu Index,M Index,vdB Index (Rondeaux),Host work ID,Host Work Instance,Host Work Location,Other data,Edition,Manuscript Collocation
C 1259,4,Quant voi les prés flourir et blanchoier,Quant uoi ces prez florir et uerdoier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,185-15,"192, 4",1259,,713,,,,,,,St. I-IV ; Deux transmissions différentes pour les st. III-IV : F-Pn fr. 20050 et F-Pn 844 / F-Pn fr. 12615,,"F-Pn fr. 20050, fol. 82 v"
C 1259,5,Quant voi les prés flourir et blanchoier,Qvant voi les prés flourir et blanchoier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Moniot d'Arras,,185-15,"192, 4",1259,,713,,,,,,,St. I-IV ; Deux transmissions différentes pour les st. III-IV : F-Pn fr. 20050 et F-Pn 844 / F-Pn fr. 12615,,"F-Pn fr. 844, fol. 121 vb"
C 1259,6,Quant voi les prés flourir et blanchoier,Quant voi les prés florir et blanchoier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Moniot d'Arras,,185-15,"192, 4",1259,,713,,,,,,,St. I-IV ; Deux transmissions différentes pour les st. III-IV : F-Pn fr. 20050 et F-Pn 844 / F-Pn fr. 12615,,"F-Pn fr. 12615, fol. 121 r"
C 1270,1,"Deus, dont me vint que j'osai comencier",Deus dont me uient ke i'osa comansier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,7,,,Anonyme,,265-499,"851, 2",1270,,,,,,,,,St. I/VI/VII/II,,"F-Pn fr. 20050, fol. 119 r"
C 1270,2,"Deus, dont me vint que j'osai comencier",Deux com auint ki i'osai comencier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,7,,,Anonyme,,265-499,"851, 2",1270,,,,,,,,,St. I-V,,"CH-BEb 389, fol. 60 r"
C 1270,3,"Deus, dont me vint que j'osai comencier",Deus done me vint ke i'ozai comencier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,7,,,Anonyme,,265-499,"851, 2",1270,,,,,,,,,St. I-III,,"GB-Ob Douce 308, fol. 151 (159) va"
C 1275,1,L'autrier en mai por moi esbanoier,L'autrier en mai por moi esbanoier,Pastourelle à refrain,1,,Langue d'oïl,,Vers,2,,,Anonyme,,265-1019,"192, 9",1275,,,,,,,,,,,"GB-Ob Douce 308, fol. 209 (219) ra"
C 1280,1,Biaus m'est prins tens au partir de fevrier,[…] tans sauuage,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Gilles le Vinier,,89-5,"860, 65",1280,,727,,,,,,,St. I-III/VI ; Manuscrit lacunaire,,"F-Pn fr. 844, fol. 136 va"
C 1280,2,Biaus m'est prins tens au partir de fevrier,Beaus m'est prins tans au partir de feurier,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Gilles le Vinier,,89-5,"860, 65",1280,,727,,,,,,,St. I-VI,,"F-Pn fr. 12615, fol. 102 v"
C 1280,3,Biaus m'est prins tens au partir de fevrier,Biaus m'est prins tens a pertir de feurier,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Anonyme,,89-5,"860, 65",1280,,727,,,,,,,St. I-V ; St. V unicum,,"CH-BEb 389, fol. 34 v"
C 1286,1,Se felon et losengier,Se felon et losengier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Philippe Paon,,196-1,"901, 71",1286,,731,,,,,,,St. I-V,,"F-Pa 5198, p. 256 b"
C 1286,2,Se felon et losengier,Se felon et losengier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Philippe Paon,,196-1,"901, 71",1286,,731,,,,,,,St. I-V,,"F-Pn fr. 845, fol. 126 ra"
C 1286,3,Se felon et losengier,Se felon losengier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Philippe Paon,,196-1,"901, 71",1286,,731,,,,,,,St. I-V,,"F-Pn nouv. acq. fr. 1050, fol. 173 rb"
C 1286,4,Se felon et losengier,Se felon et losengier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Jeannot Paon,,196-1,"901, 71",1286,,731,,,,,,,St. I-V,,"F-Pn fr. 847, fol. 114 va"
C 1286,5,Se felon et losengier,Se felon et losengier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,196-1,"901, 71",1286,,731,,,,,,,St. I-II/V,,"F-Pn fr. 1591, fol. 93 r"
C 1287,1,Cuident dont li losengier,Cuidoient li losangier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,Attribution postérieure,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pn fr. 20050, fol. 153 v"
C 1287,2,Cuident dont li losengier,Cuidoient li losangier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pn fr. 20050, fol. 158 v"
C 1287,3,Cuident dont li losengier,Cuidoient li losengier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pa 5198, p. 145 a"
C 1287,4,Cuident dont li losengier,Cuidoient li mesdisant,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pn fr. 845, fol. 67 vb"
C 1287,5,Cuident dont li losengier,Cuidoient li losengier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 99 vb"
C 1287,6,Cuident dont li losengier,Cuidoient li losengier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,,84-8,"1233, 28",1287,,732,,,,,,,,,"F-Pn fr. 847, fol. 116 rb"
C 1287,7,Cuident dont li losengier,Cuident dont li losengier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gilbert de Berneville,,84-8,"1233, 28",1287,,732,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 93 (106) rb"
C 1289,1,"Merci, Amour, or ai mestier",Merci amors ore ai mestier,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,,93-4,"820, 1",1289,,733,,,,,,,,,"F-Pa 5198, p. 221 b"
C 1289,2,"Merci, Amour, or ai mestier",Merci amors or ai mestier,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,,93-4,"820, 1",1289,,733,,,,,,,,,"F-Pn fr. 845, fol. 107 va"
C 1289,3,"Merci, Amour, or ai mestier",Merci amors or ai mestier,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,,93-4,"820, 1",1289,,733,,,,,,,,,"F-Pn fr. 847, fol. 76 rb"
C 1289,4,"Merci, Amour, or ai mestier",Merci amors or ai mestier,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,Attribution postérieure,93-4,"820, 1",1289,,733,,,,,,,Copie postérieure,,"F-Pn nouv. acq. fr. 1050, fol. 152 va"
C 1292,1,Bien voi k'Amours me voit mais mestroier,Bien uoi c'amors me ueul maix maistroier,Chanson avec des refrains,1,,Langue d'oïl,,Vers,4,,,Anonyme,,265-264,"997, 1",1292,,,,,,,,,,,"CH-BEb 389, fol. 35 r"
C 1297,1,Quant voi le tens felon rassoagier,Qvant voi le tans felon et l'erbe verde,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Aubouin de Sézanne,,24-20,"811, 2",1297,,736,,,,,,,St. I-V,,"F-Pn fr. 12615, fol. 108 v"
C 1297,2,Quant voi le tens felon rassoagier,Qvant uoi le tens felon rassoagier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,24-20,"811, 2",1297,,736,,,,,,,St. I-V,,"F-Pa 5198, p. 391 a"
C 1297,3,Quant voi le tens felon rassoagier,Quant voi le tens felon assoagier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,24-20,"811, 2",1297,,736,,,,,,,St. I-V,,"F-Pn fr. 845, fol. 179 va"
C 1297,4,Quant voi le tens felon rassoagier,Quant uoi le tens felon rassoagier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,24-20,"811, 2",1297,,736,,,,,,,St. I-V,,"F-Pn nouv. acq. fr. 1050, fol. 251 vb"
C 1297,5,Quant voi le tens felon rassoagier,Qvant uoi le tens felon rasoagier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,24-20,"811, 2",1297,,736,,,,,,,St. I-V,,"F-Pn fr. 846, fol. 115 ra"
C 1297,6,Quant voi le tens felon rassoagier,Kant uoi lou tens felon rasuaigier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Hugues de Berzé,,24-20,"811, 2",1297,,736,,,,,,,St. I-II/V/IV/III,,"CH-BEb 389, fol. 115 r"
C 1297,7,Quant voi le tens felon rassoagier,Qant voi le tans felon rasouagier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Blondel de Nesle,,24-20,"811, 2",1297,,736,,,,,,,St. I-II/V/IV/III,,"I-Rvat Reg. lat. 1490, fol. 90 (102) rb"
C 1297,8,Quant voi le tens felon rassoagier,,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Hugues de Berzé,Attribution dans la table,24-20,"811, 2",1297,,736,,,,,,,,,"[F-Pn fr. 844 (table)], n° 97"
C 1299,1,Pour mon cuer releecier,Pour mon cuer resleecier,Chanson à refrain,1,,Langue d'oïl,,Vers,4,,,Moniot de Paris,,186-7,"821, 3",1299,,710,,,,,,,,,"F-Pa 5198, p. 199 a"
C 1299,2,Pour mon cuer releecier,Por mon cuer releecier,Chanson à refrain,1,,Langue d'oïl,,Vers,4,,,Moniot de Paris,,186-7,"821, 3",1299,,710,,,,,,,,,"F-Pn fr. 845, fol. 95 rb"
C 1299,3,Pour mon cuer releecier,Pou mon cuer releecier,Chanson à refrain,1,,Langue d'oïl,,Vers,4,,,Moniot de Paris,Rubrique liminaire et attribution postérieure,186-7,"821, 3",1299,,710,,,,,,,Copie postérieure,,"F-Pn nouv. acq. fr. 1050, fol. 139 va"
C 1303,1,Quant voi le tens repairier,Qvant voi le tans repairier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Thomas Hérier,,259-10,"870, 36",1303,,738,,,,,,,,,"F-Pn fr. 12615, fol. 134 v"
C 1303,2,Quant voi le tens repairier,,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Thomas Hérier,Attribution dans la table,259-10,"870, 36",1303,,738,,,,,,,,,"[F-Pn fr. 844 (table)], n° 323"
C 1304,1,Bel m'est quant je voi repairier,Bel m'est quant ie voi repairier,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gace Brulé,,65-7,"752, 1",1304,,,,,,,,,,,"F-Pn fr. 844, fol. 38 rb"
C 1309,1,Par un sentier,Par un sentier,Pastourelle à refrain interne,1,,Langue d'oïl,,Vers,5,1,,Anonyme,,265-1315,"1370, 2",1309,,,,,,,,,,,"F-Pn fr. 12581, fol. 88 ra"
C 1310,1,Je ne vueil plus de Sohier,Ie ne uueil plus de sohier,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-916,"1233, 29",1310,,732,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 265 ra"
C 1312,1,Oriolanz en haut solier,Oriolanz en haut solier,Chanson de toile à refrain,1,,Langue d'oïl,,Vers,9,,,Anonyme,,265-1275,"79, 9",1312,,742,,,,,,,,,"F-Pn fr. 20050, fol. 65 r"
C 1319,1,Quant de la foille espoissent li vergier,Quant de la foille espoissent li vergier,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Jean Renart ?,,265-1410,"810, 1",1319,,,,,,N 33,1,v. 3180-3195,,,"I-Rvat Reg. lat. 1725, fol. 85 rb"
C 1320,1,En l'ombre d'un vergier,En l'ombre d'un vergier,Chanson de toile à refrain,1,,Langue d'oïl,,Vers,11,,,Audefroi le Bâtard,,41927,"887, 3",1320,,745,,,,,,,,,"F-Pn fr. 844, fol. 151 ra"
C 1322a,1,Lors que florist la bruiere,Lors que florist la bruiere,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,,93-3,"724, 1",1322a,,,,,,N 33,1,v. 5232-5252,,,"I-Rvat Reg. lat. 1725, fol. 96 rb"
C 1322a,2,Lors que florist la bruiere,,Chanson à refrain,1,,Langue d'oïl,,Vers,2,,,Gontier de Soignies,,93-3,"724, 1",1322a,,,,,,,,,,,"[F-Pn fr. 844 (table)], n° 336"
C 1323,1,Pensis outre une bruiere,Pensis contre vne bruiere,Pastourelle avec des refrains,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1324,"245, 1",1323,,,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 111 (128) va"
C 1326,1,"Biauté, bonté, douce chiere",Biautez bontez douce chiere,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Nicole de Margival?,,189-2,"489, 1",1326,,,,,,N 42,1,v. 2259-2279,,,"F-Pn fr. 24432, fol. 168 va"
C 1326,2,"Biauté, bonté, douce chiere",Beaulté bonté amie chiere,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Nicole de Margival?,,189-2,"489, 1",1326,,,,,,N 42,2,v. 2259-2279,,,"RUS-SPsc fr. 4° v. XIV. 3, fol. 61 ra"
C 1326,3,"Biauté, bonté, douce chiere",Biauteis bonteis douce chiere,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Nicole de Margival?,,189-2,"489, 1",1326,,,,,,,,,,,"GB-Ob Douce 308, fol. 232 (243) rb"
C 1339,1,"Dieus, j'ai chanté si volentiers",Dex i'ai chanté si uolentiers,Chanson à refrain,1,,Langue d'oïl,,Vers,4,2,,Gautier de Navilly,Attribution postérieure,76-1,"1209, 63",1339,,,,,,,,,,,"F-Pn fr. 20050, fol. 27 r"
C 1339,2,"Dieus, j'ai chanté si volentiers",Deux i'ai chanteit si uolentiers,Chanson à refrain,1,,Langue d'oïl,,Vers,4,2,,Gautier de Navilly,,76-1,"1209, 63",1339,,,,,,,,,,,"CH-BEb 389, fol. 56 r"
C 1347,1,Je solie estre envoisiés,Je soloie estre enuoisiez,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-927,"251, 1",1347,,758,,,,,,,,,"F-Pn fr. 846, fol. 69 va"
C 1350,1,Quant ces moissons sont faillies,Qvant ces moissons sont cueillies,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Guillaume le Vinier,,102-19,"101, 1",1350,,761,,,,,,,,,"F-Pa 5198, p. 257 b"
C 1350,2,Quant ces moissons sont faillies,Qvant ces moissons sont cueillies,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Guillaume le Vinier,,102-19,"101, 1",1350,,761,,,,,,,,,"F-Pn fr. 845, fol. 126 rb"
C 1350,3,Quant ces moissons sont faillies,Qvant ces moissons sont cueillies,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Guillaume le Vinier,,102-19,"101, 1",1350,,761,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 173 vb"
C 1350,4,Quant ces moissons sont faillies,Qvant les moissons suns ffaillies,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,102-19,"101, 1",1350,,761,,,,,,,,,"I-MOe {alpha} R. 4. 4 (est. 45), fol. 219 va"
C 1350,5,Quant ces moissons sont faillies,Quant ces mouxons sont faillies,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,102-19,"101, 1",1350,,761,,,,,,,,,"GB-Ob Douce 308, fol. 198 (208) ra"
C 1352,1,Bele Doette aus fenestres se siet,Bele doette as fenestres se siet,Chanson de toile à refrain,1,,Langue d'oïl,,Vers,8,,,Anonyme,,265-215,"95, 1",1352,,763,,,,,,,,,"F-Pn fr. 20050, fol. 66 r"
C 1358,1,Il a tel en ceste vile,Jl ait teil an ceste vile,Ballette à refrain,1,,Langue d'oïl,,Vers,4,,,Anonyme,,265-787,"1143, 16",1358,,,,,,,,,,,"GB-Ob Douce 308, fol. 228 (239) va"
C 1359,1,Quant je ving en ceste vile,Uant ie ving an ceste vile,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1430,"248, 13",1359,,,,,,,,,,,"GB-Ob Douce 308, fol. 221 (233) rb"
C 1360,1,Pensis l'altrier aloie mon chemin,Pencis l'autrier alloie mon chamin,Pastourelle à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1322,"253, 1",1360,,,,,,,,,,,"GB-Ob Douce 308, fol. 208 (218) rb"
C 1362,1,L'autrier tout seus chevauchoie mon chemin,L'autrier tout seus cheuauchoie mon chemin,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Richard de Semilly,,224-6,"255, 1",1362,,769,,,,,,,St. I-VI,,"F-Pa 5198, p. 176 a"
C 1362,2,L'autrier tout seus chevauchoie mon chemin,L'autrier tout seul cheuauchoie mon chemin,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Richard de Semilly,,224-6,"255, 1",1362,,769,,,,,,,St. I-VI,,"F-Pn fr. 845, fol. 84 va"
C 1362,3,L'autrier tout seus chevauchoie mon chemin,L'autrier tout seus cheuauchoie mon chemin,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Richard de Semilly,,224-6,"255, 1",1362,,769,,,,,,,St. I-VI ; Copie postérieure à partir du vers 2 de la st. VI,,"F-Pn nouv. acq. fr. 1050, fol. 125 va"
C 1362,4,L'autrier tout seus chevauchoie mon chemin,L'autrier tot seul cheuauchoie mon chemin,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Richard de Semilly,Attribution postérieure,224-6,"255, 1",1362,,769,,,,,,,St. I-IV/VI,,"F-Pn fr. 847, fol. 172 rb"
C 1362,5,L'autrier tout seus chevauchoie mon chemin,L'autrier touz seus cheuauchoie mon chemin,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,224-6,"255, 1",1362,,769,,,,,,,St. I-VI,,"F-Pn fr. 24406, fol. 48 ra"
C 1363,1,A la folie a Donmartin,A lai follie a doumartin,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-30,"943, 1",1363,,,,,,,,,,,"GB-Ob Douce 308, fol. 204 (214) va"
C 1365,1,"Pensis, chief enclin",Pensis chief enclin,Pastourelle à refrain et refrain interne,1,,Langue d'oïl,,Vers,5,1,,Ernoul le Vieux,,59-2,"1266, 1",1365,,770,,,,,,,,,"F-Pn fr. 844, fol. 102 vb"
C 1367,1,Quant iver trait a fin,Qvant yuer trait a fin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1424,"1199, 4",1367,,772,,,,,,,,,"F-Pa 5198, p. 319 b"
C 1367,2,Quant iver trait a fin,Qvant yuer tret a fin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1424,"1199, 4",1367,,772,,,,,,,,,"F-Pn fr. 845, fol. 152 vb"
C 1367,3,Quant iver trait a fin,Qvant yuer trait a fin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1424,"1199, 4",1367,,772,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 201 rb"
C 1367,4,Quant iver trait a fin,Qvant iuer tret a fin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1424,"1199, 4",1367,,772,,,,,,,,,"F-Pn fr. 847, fol. 167 vb"
C 1367,5,Quant iver trait a fin,Quant yuers trait a fin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1424,"1199, 4",1367,,772,,,,,,,,,"F-Pn fr. 1591, fol. 158 v"
C 1369,1,Je me levai ier matin,Je me levai ier matin,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-885,"1079, 43",1369,,,,,,,,,,,"GB-Ob Douce 308, fol. 209 (219) rb"
C 1370,1,L'autrier un lundi matin,L'autrier vn lundi matin,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1040,"1257, 1",1370,,,,,,,,,,,"GB-Ob Douce 308, fol. 198 (208) ra"
C 1371,1,Je me levai ier main matin,Je me leuai ier main matin,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-886,"1077, 1",1371,,,,,,,,,,,"GB-Ob Douce 308, fol. 201 (211) va"
C 1372,1,L'autre jour par un matin (Jouer),L'autre ior par un matin (juweir),Pastourelle avec des refrains,1,,Langue d'oïl,,Vers,4,,,Anonyme,,265-1005,"610, 3",1372,,,,,,,,,,,"GB-Ob Douce 308, fol. 204 (214) vb"
C 1373,1,L'autre jour par un matin (M'aloie),L'autre iour par vn matin (m'aloie),Pastourelle à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1006,"1074, 3",1373,,,,,,,,,,,"GB-Ob Douce 308, fol. 196c (206) va"
C 1374,1,L'autre jour par un matin (Sous),L'autre iour par un matin (sous),Pastourelle avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1007,"1175, 1",1374,,,,,,,,,,,"GB-Ob Douce 308, fol. 196c (206) ra"
C 1375,1,El mois de mai par un matin,El mois de mai par un matin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Raoul de Beauvais,,154-7,"1132, 2",1375,,774,,,,,,,,,"F-Pa 5198, p. 207 b"
C 1375,2,El mois de mai par un matin,El mois de mai par vn matin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Jean Erart,,154-7,"1132, 2",1375,,774,,,,,,,,,"F-Pn fr. 845, fol. 99 vb"
C 1375,3,El mois de mai par un matin,El mois de mai par vn matin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Jean Erart,,154-7,"1132, 2",1375,,774,,,,,,,,,"F-Pn fr. 847, fol. 95 vb"
C 1375,4,El mois de mai par un matin,El mois de mai par un matin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Jean Erart,Attribution postérieure,154-7,"1132, 2",1375,,774,,,,,,,Copie postérieure,,"F-Pn nouv. acq. fr. 1050, fol. 144 rb"
C 1376,1,Je me levai ier main par un matin,Je me leuai ier main par un matin,Ballette à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-887,"248, 3",1376,,,,,,,,,,,"GB-Ob Douce 308, fol. 223 (234) vb"
C 1377,1,Entre Godefroi et Robin,Entre godefroi et robin,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Ernoul Caupain,,58-2,"314, 1",1377,,775,,,,,,,St. I-V,,"F-Pn fr. 12615, fol. 78 v"
C 1377,2,Entre Godefroi et Robin,[…] qanqu'il treuue,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,58-2,"314, 1",1377,,775,,,,,,,St. V (lacunaire),,"I-Rvat Reg. lat. 1490, fol. 109 (126) ra"
C 1378,1,En nouvel tens Pascour que florist l'aubespine,Au nouel tens pascor quant florist l'aube espine,Chanson à refrain,1,,Langue d'oïl,,Vers,17,,,Audefroi le Bâtard,Attribution postérieure,41685,"79, 5",1378,,,,,,,,,St. I-IV,,"F-Pn fr. 20050, fol. 66 v"
C 1378,2,En nouvel tens Pascour que florist l'aubespine,Av nouel tans pascour que florist l'aube espine,Chanson à refrain,1,,Langue d'oïl,,Vers,17,,,Audefroi le Bâtard,,41685,"79, 5",1378,,,,,,,,,St. I-XVII,,"F-Pn fr. 844, fol. 150 rb"
C 1378,3,En nouvel tens Pascour que florist l'aubespine,En nouel tens pascour ke florist l'aube espine,Chanson à refrain,1,,Langue d'oïl,,Vers,17,,,Audefroi le Bâtard,,41685,"79, 5",1378,,,,,,,,,St. I-IV,,"CH-BEb 389, fol. 69 v"
C 1379,1,Bele Aiglantine en roial chamberine,La bele aiglentine en roial chamberine,Chanson de toile à refrain,1,,Langue d'oïl,,Vers,8,,,Jean Renart?,,265-212,"192, 11",1379,,,,,,N 33,1,v. 2235-2294,,,"I-Rvat Reg. lat. 1725, fol. 80 rb"
C 1381,1,Quant li dous estés define,Quant la douce daisons fine,Chanson à refrain interne,1,,Langue d'oïl,,Vers,5,,,Anonyme,,252-6,"1247, 1",1381,,778,,,,,,,St. I-II/V,,"F-Pn fr. 20050, fol. 62 v"
C 1381,2,Quant li dous estés define,Qvant li dous estez define,Chanson à refrain interne,1,,Langue d'oïl,,Vers,5,,,Simon d'Authie,,252-6,"1247, 1",1381,,778,,,,,,,St. I-V,,"F-Pn fr. 844, fol. 123 ra"
C 1381,3,Quant li dous estés define,Qvant li dous estés define,Chanson à refrain interne,1,,Langue d'oïl,,Vers,5,,,Simon d'Authie,,252-6,"1247, 1",1381,,778,,,,,,,St. I-V,,"F-Pn fr. 12615, fol. 37 v"
C 1382,1,Quant li nouviaus tens define,Qvant li nouuiaus tens define,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1459,"889, 8",1382,,,,,,,,,St. I-IV,,"F-Pa 5198, p. 349 b"
C 1382,2,Quant li nouviaus tens define,Quant li nouiau tens define,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1459,"889, 8",1382,,,,,,,,,St. I-IV,,"F-Pn fr. 845, fol. 169 va"
C 1382,3,Quant li nouviaus tens define,Quant li nouiaus tens define,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1459,"889, 8",1382,,,,,,,,,St. I-IV,,"F-Pn nouv. acq. fr. 1050, fol. 228 va"
C 1382,4,Quant li nouviaus tens define,Quant li nouuiaus tens define,Chanson avec des refrains,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1459,"889, 8",1382,,,,,,,,,St. I-V,,"F-Pn fr. 1591, fol. 159 r"
C 1385a,1,Tres douce Katerine,Tres duce katerine,Chanson à refrain,1,,Langue d'oïl,,Vers,10,,,Anonyme,,265-1690,"217, 31",1385a,,,,,,,,,,,"GB-Lbl Egerton 613, fol. 6 v"
C 1386,1,Or sui liés du dous termine,Or seux liés del dous termine,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1284,"752, 16",1386,,,,,,,,,,,"CH-BEb 389, fol. 174 v"
C 1387a,1,Mult s'aproisme li termines,Mult s'aproisme li termines,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1189,"61, 6",1387a,,781,,,,,,,,,"GB-Ob Rawl. G. 22, fol. 1 rb"
C 1390,1,Quant je voi l'erbe amatir,Qvant ie uoi l'erbe amatir,Chanson avec des refrains,1,,Langue d'oïl,,Vers,4,,,Perrin d'Angicourt,,192-19,"891, 9",1390,,783,,,,,,,,,"F-Pa 5198, p. 162 b"
C 1390,2,Quant je voi l'erbe amatir,Qvant ie uoi l'erbe amatir,Chanson avec des refrains,1,,Langue d'oïl,,Vers,4,,,Perrin d'Angicourt,,192-19,"891, 9",1390,,783,,,,,,,,,"F-Pn fr. 845, fol. 52 ra"
C 1390,3,Quant je voi l'erbe amatir,Qvant ie uoi l'erbe amatir,Chanson avec des refrains,1,,Langue d'oïl,,Vers,4,,,Perrin d'Angicourt,,192-19,"891, 9",1390,,783,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 109 va"
