ID,Instances of works,Abstract Title,Instance Title,Generic Descriptor,Number of parts,Voice in the Polyphony,Primary Language,Secondary Language,Style of discourse,Number of stanzas,Number of envois,Date,Authors,Author commentary,L Index,MW Index,RS Index,T Index (Motets),T Index (Songs),Lu Index,M Index,vdB Index (Rondeaux),Host work ID,Host Work Instance,Host Work Location,Other data,Edition,Manuscript Collocation
C 1,1,La sagete blonete m'a,Lai saigette blondette m'ait,Ballette à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-984,"228, 2",1,,,,,,,,,,,"GB-Ob Douce 308, fol. 222 (f) va"
C 11,1,"Agniaus dous, agniaus gentis, agniaus sans tache",Agniaus dous agnias gentis agniaus sans tache,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-12,"149, 1",11,,8,,,,N 52,1,"I, 29",,,"F-Pn fr. 12483, fol. 25 va"
C 12,1,De sainte Leocade,A sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,1,"III, 258",St. I-VII,,"F-BL 34, fol. 123 vb"
C 12,2,De sainte Leocade,De sainte leochade,Chanson à refrain,2,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,2,"III, 258",St. I-VII,,"B-Br 10747, fol. 103 vb"
C 12,3,De sainte Leocade,A sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,4,"III, 258",St. I-VII,,"F-Pa 3517, fol. 100 vb"
C 12,4,De sainte Leocade,De la sainte leocade,Chanson à refrain,2,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,11,"III, 258",St. I-VII,,"F-Pn fr. 25532, fol. 104 ra"
C 12,5,De sainte Leocade,De sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,16,"III, 258",St. I (lacunaire),,"F-Pn fr. 22928, fol. 159 vb"
C 12,6,De sainte Leocade,De sainte leocade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,17,"III, 258",St. I-VII,,"I-Rvat Pal. lat. 1969, fol. 99 rb"
C 12,7,De sainte Leocade,De sainte leocade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,18,"III, 258",St. I-VII,,"RUS-SPsc fr. f° v. XIV. 9, fol. 137 vb"
C 12,8,De sainte Leocade,De la sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,19,"III, 258",St. I-VII,,"F-Pn nouv. acq. fr. 24541, fol. 111 vb"
C 12,9,De sainte Leocade,De sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,20,"III, 258",St. I-VII,,"F-B 551, fol. 87 vb"
C 12,10,De sainte Leocade,De sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,21,"III, 258",St. I-VII,,"CH-N 4816, p. 360 a"
C 12,11,De sainte Leocade,De sainte leochade,Chanson à refrain,1,,Langue d'oïl,,Vers,7,,,Gautier de Coinci,,72-3,"1275, 1",12,,47,,,,N 39,24,"III, 258",St. I-VII,,"F-Pn fr. 817, fol. 73 ra"
C 13,1,Quant li dous tans s'assouage,Quant li douz tans rasouage,Chanson avec des refrains,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-1456,"870, 28",13,,9,,,,,,,,,"F-Pn fr. 20050, fol. 55 v"
C 13,2,Quant li dous tans s'assouage,Qvant li douz tens s'asoage,Chanson avec des refrains,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-1456,"870, 28",13,,9,,,,,,,,,"I-MOe {alpha} R. 4. 4 (est. 45), fol. 217 vb"
C 19,1,Pour conforter mon courage,Por conforter mon corage,Pastourelle avec des refrains et refrain interne,1,,Langue d'oïl,,Vers,3,,,Ernoul le Vieux,,59-3,"1017, 1",19,,14,,,,,,,,,"F-Pn fr. 844, fol. 102 va"
C 21,1,Chanterai pour mon courage,Chanterai por mon courage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Guiot de Dijon,,106-4,"766, 3",21,,16,,,,,,,St. I-V,,"F-Pn fr. 844, fol. 174 va"
C 21,2,Chanterai pour mon courage,Chanterai pour mon coraige,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,106-4,"766, 3",21,,16,,,,,,,St. I-V,,"F-Pn fr. 12615, fol. 128 v"
C 21,3,Chanterai pour mon courage,Chanterai pour mon corage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,106-4,"766, 3",21,,16,,,,,,,St. I/III/II/V/IV,,"F-Pa 5198, p. 385 a"
C 21,4,Chanterai pour mon courage,Chanterai por mon corage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,106-4,"766, 3",21,,16,,,,,,,St. I/III/II/V/IV,,"F-Pn nouv. acq. fr. 1050, fol. 248 ra"
C 21,5,Chanterai pour mon courage,Chanterai por mon coraige,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Guiot de Dijon,Attribution postérieure,106-4,"766, 3",21,,16,,,,,,,St. I/III/II/V/IV,,"F-Pn fr. 846, fol. 28 ra"
C 21,6,Chanterai pour mon courage,Ge chanterai por mon coraige,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Dame du Fayel,,106-4,"766, 3",21,,16,,,,,,,St. I-V,,"CH-BEb 389, fol. 86 v"
C 21,7,Chanterai pour mon courage,[…] a dis parler (Dex quant crieront oltree),Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,106-4,"766, 3",21,,16,,,,,,,"St. I-V ; St. I, IV et V lacunaires",,"CH-E fragment, fol. 91 r"
C 27,1,Uns dous regars sans folage,Un dous regairs sans folaige,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,254-1723,"1026, 20",27,,,,,,,,,,,"GB-Ob Douce 308, fol. 235 (246) va"
C 33,1,"En non Dieu, c'est la rage",En non dieu c'est la rage,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Moine de Saint-Denis,,184-2,"241, 1",33,,23,,,,,,,,,"F-Pn fr. 844, fol. 168 ra"
C 33,2,"En non Dieu, c'est la rage",En non dieu c'est la raige,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Moine de Saint-Denis,,184-2,"241, 1",33,,23,,,,,,,,,"F-Pn fr. 12615, fol. 61 v"
C 33a,1,Quant li tens se rassoage,Quant li tans se rasouage,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Girart d'Amiens?,,265-1466,"329, 1",33a,,,1139c,,,N 38,1,v. 16962-16975,,,"F-Pn fr. 1633, fol. 138 va"
C 33a,2,Quant li tens se rassoage,Quant li tans se rasouage,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Girart d'Amiens?,,265-1466,"329, 1",33a,,,1139c,,,N 38,2,v. 16962-16975,,,"F-Pn fr. 1589, fol. 147 va"
C 33a,3,Quant li tens se rassoage,Quant li tans se rassoage,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Girart d'Amiens?,,265-1466,"329, 1",33a,,,1139c,,,N 38,3,v. 16962-16975,,,"I-Fr 2757, fol. 154 rb"
C 33a,4,Quant li tens se rassoage,Quant li tems se rassouage,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Girart d'Amiens?,,265-1466,"329, 1",33a,,,1139c,,,N 38,4,v. 16962-16975,,,"F-Pn fr. 1455, fol. 116 ra"
C 33a,5,Quant li tens se rassoage,Quant li tans se ressoaige,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Girart d'Amiens?,,265-1466,"329, 1",33a,,,1139c,,,N 38,5,v. 16962-16975,,,"B-Br IV 319, fol. 116 ra"
C 34,1,El mois d'esté que li tens rassoage,El mois d'esté que li tens rassoage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gontier de Soignies,,93-2,"79, 4",34,,24,,,,,,,,,"F-Pa 5198, p. 222 a"
C 34,2,El mois d'esté que li tens rassoage,El mois d'esté que li tens rassoage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gontier de Soignies,,93-2,"79, 4",34,,24,,,,,,,,,"F-Pn fr. 845, fol. 137 vb"
C 34,3,El mois d'esté que li tens rassoage,El mois d'esté que li tens rassoage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Gontier de Soignies,,93-2,"79, 4",34,,24,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 183 vb"
C 35,1,L'autrier de jouste un rivage,L'autrier de iouste un riuage,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Robert de Reims,,231-4,"937, 1",35,,25,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 189 va"
C 36,1,Ne tieng pas celui a sage,Ne tieng pais celui a saige,Chanson,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1207,"641, 1",36,,,,,,,,,,,"CH-BEb 389, fol. 161 r"
C 38,1,Dame bone et sage,Dame bone et saige,Estampie à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-398,"380, 1",38,,,,,,,,,,,"GB-Ob Douce 308, fol. 172 (180) vb"
C 46,1,Esbahis en lonc voiage,Esbahiz en lonc voiage,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Pierre de Corbie,,204-2,"1131, 1",46,,34,,,,,,,,,"F-Pn fr. 844, fol. 21 ra"
C 46,2,Esbahis en lonc voiage,Esbaihis en lonc voiaige,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Pierre de Corbie,,204-2,"1131, 1",46,,34,,,,,,,,,"F-Pn fr. 12615, fol. 122 v"
C 47a,1,En paradis bel ami ai,,Chanson à refrain,1,,Langue d'oïl,,Vers,?,,,Anonyme,,265-651,"217, 17",47a,,,,,,,,,,,"[F-ME 535], fol. 166"
C 50,1,Li tres dous pensers que j'ai,Li tres dous panceirs ke i'ai,Ballette à refrain,1,,Langue d'oïl,,Vers,4,,,Anonyme,,265-1083,"186, 1",50,,,,,,,,,,,"GB-Ob Douce 308, fol. 222 (f) vb"
C 51,1,Bone volenté que j'ai,Bone uolenteit ke i'ai,Ballette à refrain,1,,Langue d'oïl,,Vers,2,,,Anonyme,,265-279,"181, 132",51,,,,,,,,,,,"GB-Ob Douce 308, fol. 232 (243) va"
C 54,1,Li maus d'amours senti ai,Les malz d'amors santi ai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1075,"228, 3",54,,,,,,,,,,,"GB-Ob Douce 308, fol. 216 (228) va"
C 54,2,Li maus d'amours senti ai,Les malz d'amors santit ai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1075,"228, 3",54,,,,,,,,,,,"GB-Ob Douce 308, fol. 223 (234) ra"
C 56,1,L'autrier fors d'Angiers alai,L'autrier fors d'angiers alay,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Colin de Champeaux,,43-1,"189, 1",56,,,,,,,,,,,"F-Pn lat. 11724, fol. 3 v"
C 57,1,Hui matin jouer alai,Heu main matin jueir alai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-780,"191, 1",57,,,,,,,,,,,"GB-Ob Douce 308, fol. 208 (218) ra"
C 57a,1,L'autre jour jouer m'alai,L'autre iour iouer m'alai,Chanson à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-996,"1079, 46",57a,,,,,,,,,,,"F-MO H 236, fol. 123 v"
C 58,1,Piece a que je n'en amai,Pieça que ie n'en amai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Anonyme,,68-3,"1229, 5",58,,,,,,,,,St. I-envoi,,"F-Pn fr. 20050, fol. 31 r"
C 58,2,Piece a que je n'en amai,Piece fait ke ie n'en amai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,1,,Garnier d'Airches,,68-3,"1229, 5",58,,,,,,,,,St. I-V,,"CH-BEb 389, fol. 184 v"
C 59,1,"Dieus, j'ai amé et aim encor et amerai",Dieus i'ai amei et ain ancor et amerai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-517,"815, 6",59,,,,,,,,,,,"GB-Ob Douce 308, fol. 213 (225) va"
C 59a,1,"Deduisans sui et joliete, s'amerai",Deduxans suis et ioliette,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-455,"381, 1",59a,,,,,,,,,,,"GB-Ob Douce 308, fol. 223 (234) ra"
C 61,1,De Saint Quentin a Cambrai,De saint quatin a cambrai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-489,"859, 1",61,,,,,,,,,St. I-III,,"CH-BEb 389, fol. 53 v"
C 61,2,De Saint Quentin a Cambrai,De saint quaitin an cambrai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-489,"859, 1",61,,,,,,,,,St. I-II,,"GB-Ob Douce 308, fol. 205 (215) rb"
C 62,1,L'autrier de joste Cambrai,L'atrier de coste a canbrai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-1017,"667, 7",62,,,,,,,,,St. I-VI,,"F-Pn fr. 20050, fol. 170 r"
C 62,2,L'autrier de joste Cambrai,L'autrier de coste cambrai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-1017,"667, 7",62,,,,,,,,,St. I-III/VI/IV,,"CH-BEb 389, fol. 128 r"
C 62,3,L'autrier de joste Cambrai,L'autrier de ioste cambrai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,265-1017,"667, 7",62,,,,,,,,,St. I-III/VI/V,,"GB-Ob Douce 308, fol. 205 (215) ra"
C 67,1,De la mere Dieu chanterai,[D]e la mere dieu chanterai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-468,"192, 16",67,,,,,,,,,St. I-V,,"F-Pn fr. 24406, fol. 153 ra"
C 67,2,De la mere Dieu chanterai,De la meire deu chanterai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-468,"192, 16",67,,,,,,,,,St. I-IV,,"CH-BEb 389, fol. 51 r"
C 70,1,L'autre jour me chevauchai (Tout),L'autre ior me chiuachai (toz),Pastourelle à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-998,"321, 1",70,,,,,,,,,,,"GB-Ob Douce 308, fol. 204 (214) ra"
C 71,1,L'autre jour me chevauchai (Lés),L'autre iour me chiuachai (lez),Pastourelle à refrain et refrain interne,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-997,"1224, 1",71,,,,,,,,,,,"GB-Ob Douce 308, fol. 203 (213) rb"
C 72,1,L'autre jour me chevauchai (Delés),L'autre iour moi chiuachai (deleiz),Pastourelle à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1002,"192, 19",72,,,,,,,,,,,"GB-Ob Douce 308, fol. 196 (206) vb"
C 73,1,Ier main pensis chevauchai,Ier main pensis cheuauchai,Chanson avec des refrains,1,,Langue d'oïl,,Vers,8,,,Baude de La Quariere,Attribution de la table : Jean Erart,41716,"1197, 1",73,,44,,,,,,,,,"F-Pn fr. 844, fol. 99 va"
C 73,2,Ier main pensis chevauchai,Jer main pensis chevalcai,Chanson avec des refrains,1,,Langue d'oïl,,Vers,8,,,Ernoul Caupain,,41716,"1197, 1",73,,44,,,,,,,,,"F-Pn fr. 12615, fol. 44 v"
C 75,1,Entre Arras et Douai,Antre arais et dowai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-662,"1252, 1",75,,,,,,,,,,,"CH-BEb 389, fol. 11 r"
C 75,2,Entre Arras et Douai,Entre arais et dewai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-662,"1252, 1",75,,,,,,,,,,,"GB-Ob Douce 308, fol. 199 (209) rb"
C 78,1,"Trop mi destraint amourete, que ferai",Trop mi destraint amorettes ke ferai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1075,"1064, 8",78,,,,,,,,,,,"GB-Ob Douce 308, fol. 225 (236) vb"
C 79,1,"Aimi Dieus, vrais Dieus, sire Dieus, ke ferai",Enmi deus urais deus sire dex ke ferai,Pastourelle à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-643,"280, 1",79,,,,,,,,,,,"GB-Ob Douce 308, fol. 203 (213) ra"
C 80,1,"Aimi Dieus, vrais Dieus, que ferai",Enmi deus urai dex que ferai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-642,"304, 1",80,,,,,,,,,,,"GB-Ob Douce 308, fol. 221 (233) vb"
C 82,1,Et cler et lai,Et cler et lai,Chanson d'aube à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-686,"327, 1",82,,,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 267 vb"
C 83,1,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,2,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,2,"IV, 575",St. I-XII,,"B-Br 10747, fol. 109 rb"
C 83,2,"Entendez tuit ensamble, et li clerc et li lai",Entendés tout ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,5,"IV, 575",St. I-XII,,"F-Pa 3518, fol. 76 ra"
C 83,3,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,6,"IV, 575",St. I-V/VII-XII,,"F-Pn fr. 986, fol. 209 va"
C 83,4,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,6,"IV, 575",St. I-XII ; Copie postérieure,,"F-Pn fr. 986, fol. 210 ra"
C 83,5,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensenble et li cler et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,8,"IV, 575",St. I-XII,,"F-Pn fr. 1533, fol. 139 vb"
C 83,6,"Entendez tuit ensamble, et li clerc et li lai",Entendés tout ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,9,"IV, 575",St. I-XII,,"F-Pn fr. 1536, fol. 247 vb"
C 83,7,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensemble et li clerc et li lai,Chanson à refrain,2,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,10,"IV, 575",St. I-VII/IX-XII,,"F-Pn fr. 2163, fol. 223 v"
C 83,8,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,11,"IV, 575",St. I-XII,,"F-Pn fr. 25532, fol. 225 rb"
C 83,9,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,12,"IV, 575",St. I-XII,,"F-Pn nouv. acq. fr. 6295, fol. 166 va"
C 83,10,"Entendez tuit ensamble, et li clerc et li lai",Entendés tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,14,"IV, 575",St. I-XII,,"F-Pn fr. 2193, fol. 1 vb"
C 83,11,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,16,"IV, 575",St. I-XII,,"F-Pn fr. 22928, fol. 291 rb"
C 83,12,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensamble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,18,"IV, 575",St. I-XII,,"RUS-SPsc fr. f° v. XIV. 9, fol. 257 va"
C 83,13,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensemble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,19,"IV, 575",St. I-XII,,"F-Pn nouv. acq. fr. 24541, fol. 103 vb"
C 83,14,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensenble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,21,"IV, 575",St. I-IV,,"CH-N 4816, p. 370 b"
C 83,15,"Entendez tuit ensamble, et li clerc et li lai",Entendez tuit ensemble et li clerc et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,23,"IV, 575",St. I-XII,,"I-Fl Ashb. 113, fol. 1 ra"
C 83,16,"Entendez tuit ensamble, et li clerc et li lai",Entendés tous ensamble et li clers et li lai,Chanson à refrain,1,,Langue d'oïl,,Vers,12,,,Gautier de Coinci,,72-5,"517, 1",83,,47,,,,N 39,24,"IV, 575",St. I-XII,,"F-Pn fr. 817, fol. 169 vb"
C 85,1,A l'entrant de mai,A l'entrant de mai,Chanson avec des refrains,1,,Langue d'oïl,,Vers,4,,,Anonyme,,265-39,"732, 1",85,,L50,,,,,,,,,"F-Pa 5198, p. 404 a"
C 86,1,Par un tres bel jour de mai,Per vn tres biaus ior de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,154-19,"1070, 1",86,,48,,,,,,,St. I-II,,"GB-Ob Douce 308, fol. 207 (217) vb"
C 86,2,Par un tres bel jour de mai,Par un tres bel jour de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Jean Erart,,154-19,"1070, 1",86,,48,,,,,,,St. I-V,,"I-Rvat Reg. lat. 1490, fol. 112 (129) va"
C 87,1,Le premier jour de mai,Le premier ior de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Anonyme,,102-6,"63, 1",87,,49,,,,,,,St. I-IV,,"F-Pn fr. 20050, fol. 51 v"
C 87,2,Le premier jour de mai,Le premier iour de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Guillaume le Vinier,,102-6,"63, 1",87,,49,,,,,,,St. I-VI,,"F-Pn fr. 844, fol. 114 ra"
C 87,3,Le premier jour de mai,Le premier iour de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,6,,,Guillaume le Vinier,,102-6,"63, 1",87,,49,,,,,,,St. I-VI,,"F-Pn fr. 12615, fol. 33 v"
C 88,1,L'autrier le premier jour de mai,L'autrier lou premier ior de mai,Chanson avec des refrains,1,,Langue d'oïl,,Vers,6,,,Gavaron Grazelle,,78-1,"1124, 3",88,,,,,,,,,,,"CH-BEb 389, fol. 129 r"
C 89,1,L'autrier au dous mois de mai,L'autrier a doulz mois de mai,Pastourelle à refrain et refrain interne,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-1009,"1087, 2",89,,,,,,,,,,,"CH-BEb 389, fol. 122 r"
C 92,1,Contre le dous tens de mai,Contre le douc tans de mai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Robert de Le Piere,,228-3,"1316, 1",92,,51,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 78 (88) ra"
C 97,1,"Merci, dame, ou je morrai",Merci dame ou ie morrai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1135,"381, 3",97,,,,,,,,,,,"GB-Ob Douce 308, fol. 228 (239) rb"
C 100,1,"Lasse, por quoi refusai",Lasse pour quoi refusai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-890,"1168, 1",100,,556,,,,,,,,,"F-Pa 5198, p. 343 b"
C 100,2,"Lasse, por quoi refusai",Lasse por quoi refusai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-890,"1168, 1",100,,556,,,,,,,,,"F-Pn fr. 845, fol. 166 rb"
C 100,3,"Lasse, por quoi refusai",Lasse por quoi refusai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-890,"1168, 1",100,,556,,,,,,,,,"F-Pn nouv. acq. fr. 1050, fol. 224 rb"
C 100,4,"Lasse, por quoi refusai",Lasse por quoi refusai,Chanson à refrain,1,,Langue d'oïl,,Vers,5,,,Anonyme,,265-890,"1168, 1",100,,556,,,,,,,,,"F-Pn fr. 847, fol. 177 ra"
C 102,1,J'ain par amours et si ne sai,J'ain par amors et si ne sai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-830,"217, 18",102,,,,,,,,,,,"GB-Ob Douce 308, fol. 221 (233) va"
C 104,1,"Amours, a cui tous jours serai",Amors a cui toz iors serai,Chanson à refrain,1,,Langue d'oïl,,Vers,1,,,Gautier d'Épinal (F-Pn fr. 844),Attribution dans la table : Jean de Neuville,77-3,"891, 6",104,,,,,,,,,,,"F-Pn fr. 844, fol. 180 ra"
C 105,1,De tout mon cuer bone Amour servirai,De tout mon cuer bone amour seruirai,Ballette à refrain,1,,Langue d'oïl,,Vers,2,,,Anonyme,,265-496,"217, 4",105,,,,,,,,,,,"GB-Ob Douce 308, fol. 214 (226) ra"
C 108,1,Onques jour me vantai,Onques iour ne me uantai,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-1250,"615, 1",108,,,,,,,,,,,"GB-Ob Douce 308, fol. 234 (245) va"
C 122a,1,La blondete sagete que j'ain,Lai blondette saigette que j'ain,Ballette à refrain,1,,Langue d'oïl,,Vers,3,,,Anonyme,,265-967,"248, 10",122a,,,,,,,,,,,"GB-Ob Douce 308, fol. 228 (239) va"
C 130,1,Tant ai d'amours qu'en chantant m'estuet plaindre,Tant ai d'amor k'en chantant m'estuet plaindre,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Vidame de Chartres,Attribution postérieure,262-7,"746, 1",130,,74,,,,,,,St. I/III/V/IV/VI ; St. VI unicum,,"F-Pn fr. 20050, fol. 16 v"
C 130,2,Tant ai d'amours qu'en chantant m'estuet plaindre,Tant ai d'amors qu'en chantant me fet plaindre,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Vidame de Chartres,,262-7,"746, 1",130,,74,,,,,,,St. I-II/IV-V,,"F-Pa 5198, p. 178 a"
C 130,3,Tant ai d'amours qu'en chantant m'estuet plaindre,Tant ai d'amors qu'an chantant me fet plaindre,Chanson à refrain et refrain interne,1,,Langue d'oïl,,Vers,6,,,Vidame de Chartres,,262-7,"746, 1",130,,74,,,,,,,St. I-II/IV-V,,"F-Pn fr. 845, fol. 84 vb"
