Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
283,1,,"Boin fait ameir par amors, c'on n'an est ce muedre non.",1,C 2028,1,,Initial ; Fin de strophe,,,,,,,,1,,"GB-Ob Douce 308, fol. 223 (234) rb",,,,,,,,,,,,<B>oin fait ameir p{ar} amors. c'on n'an est ce muedre non.,,,,,,,,,,,<B>oi{n} fait ameir par amors. c'on n'an est ce muedre non.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,
284,1,,Bon jor ait hui qui tout mon cuer a.,1,N 71,1,v. 719,,,Gerart,L'assemblée des marcheurs,Marche dans la rue,Carole,Chanter ; Répondre ; Chanson,,1,,"F-Pn fr. 1374, fol. 137 rb",[<B>]on ior a la bele qui mon cuer a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,
284,2,,Bon jor ait hui qui tout mon cuer a.,1,N 71,3,v. 719,,,Gerart,L'assemblée des marcheurs,Marche dans la rue,Carole,Chanter ; Répondre ; Chanson,,2,,"RUS-SPsc fr. 4° v. XIV. 3, fol. 7 rb",Bon iour ayt huy La belle qui mon cuer a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11,,,,,
284,3,,Bon jor ait hui qui tout mon cuer a.,2,R 180,1,,Interne,,,,,,,,1,,"F-Pn fr. 12786, fol. 79 v",bon ior ait hui q{ui} tout mon cuer. a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9,,,,,
284,4,,Bon jor ait hui qui tout mon cuer a.,3,M 166,1,,Interne,Li 265-961,,,,,,,1,vdB 284,"F-MO H 196, fol. 231 r",bon ior ait la bele qui mon cuer a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,A,,,,
285,1,,Bon jor ait qui mon cuer a; n'est pas o moi.,1,R 9,1,,,N 33,Juglet,Guillaume,À cheval dans la rue,Carole,Chanter,,1,,"I-Rvat Reg. lat. 1725, fol. 76 vb",bon ior ait qui mo{n }cuer a n'est pas o moi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4,,,,,
285,2,,Bon jor ait qui mon cuer a; n'est pas o moi.,2,C 1509,1,st. Vb,Fin de strophe,,,,,,,,1,vdB 285RS1509,"F-Pn fr. 12615, fol. 51 r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boen jour ait ki mon cuer a n'est pas od moi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4,AB,,,,
285,3,,Bon jor ait qui mon cuer a; n'est pas o moi.,3,M 79,1,,Final,Li 265-1125,L'auteur,,,,Dire,,1,vdB 285Lu79MüAI,"D-Mbs Mus. ms. 4775, n° A21, fol. 8 r",bon ior ait qi mon cuer a n'est pas a moi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4,AB,,,,
285,4,,Bon jor ait qui mon cuer a; n'est pas o moi.,3,M 79,2,,Final,Li 265-1125,L'auteur,,,,Dire,,2,vdB 285Lu79Mo,"F-MO H 196, fol. 263 r",bon ior ait qui mon cuer a n'est mie a moi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4,AB,,,,
285,5,,Bon jor ait qui mon cuer a; n'est pas o moi.,3,M 79,3,,Final,Li 265-1125a,,,,,,,3,vdB 285Lu79F,"I-Fl Plut. 29. 1, fol. 151 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,,,,
286,1,,Bon jour et hennor ait mon ami.,1,M 335,1,,Interne,Li 265-128,Une dame,,,,Chanter,,1,vdB 286Mo,"F-MO H 196, fol. 33 vb",bon iour {et} he{n}nor ait mon ami.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A3B4,ABC,,,,
286,2,,Bon jour et hennor ait mon ami.,1,M 335,2,,Interne,Li 265-128,Une dame,,,,Chanter,,2,,"[F-B I 716], n° 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,3,,Bon jour et hennor ait mon ami.,1,M 335,3,,Interne,Li 265-128a,Une dame,,,,Chanter,,3,vdB 286Ba,"D-BAs Lit. 115, fol. 6 ra",Bon iour {et} hennour ait mon ami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A3B4,ABC,,,,
286,4,,Bon jour et hennor ait mon ami.,1,M 335,4,,Interne,Li 265-128a,Une dame,,,,Chanter,,4,vdB 286LVesp,"GB-Lbl Cotton Vespasian A. xviii, fol. 164 v",bon ior e honour ait miens amis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2A3B4,ABC,,,,
287,1,,Bone amour ai qui m'agree.,1,R 111,1,,,M 754,,,,,,,1,vdB 287Lu754Mo,"F-MO H 196, fol. 262 r",bone amour ai qui m'agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B'3,AB,,,,
287,2,,Bone amour ai qui m'agree.,1,R 111,2,,,M 754,,,,,,,2,vdB 287Lu754F,"I-Fl Plut. 29. 1, fol. 88 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,,,,
287,3,,Bone amour ai qui m'agree.,2,M 342,1,,Final,Li 265-1515,,,,,,,1,vdB 287Lu342,"F-MO H 196, fol. 191 v",bone amour ai qui m'agree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B'3,AB,,,,
287,4,,Bone amour ai qui m'agree.,3,M 393,1,,Final,Li 265-1114,,,,,,,1,vdB 287Lu393StV,"F-Pn lat. 15139, fol. 290 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,,,,
287,5,,Bone amour ai qui m'agree.,3,M 393,2,,Final,Li 265-1114,,,,,,,2,vdB 287Lu393R,"F-Pn fr. 844, fol. 209 va",haute amor ai qui m'agree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B'3,AB,,,,
287,6,,Bone amour ai qui m'agree.,3,M 393,3,,Final,Li 265-1114,,,,,,,3,vdB 287Lu393N,"F-Pn fr. 12615, fol. 191 r",haute amour ai ki m'agree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B'3,AB,,,,
288,1,,Bonne amoureite m'a en sa prison pieç'a.,1,L 15,1,,Initial,,,,,,,,1,,"F-Pn lat. 15131, fol. 188 rb",,,,,,,,,,,,Bo{n}ne amoureite m'a en sa p{ri}son pieça.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A6,,,,,
289,1,,Bonne amourete me tient gai.,1,N 48,3,v. 2552,,,Renart,Orgueilleuse la reine,Fête de la réconciliation à Maupertuis (avant le dîner),Carole,Chanter ; Chanson,,1,vdB 289RenartF,"F-Pn fr. 1593, fol. 18 (19) ra",Bo{n}ne amoureite mi tient gai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,A,,,,
289,2,,Bonne amourete me tient gai.,2,R 82,1,,,,,,,,,,1,vdB 289rond,"F-Pn fr. 25566, fol. 34 rb",,,<B>Onne amourete me tient gai.,Bonne amourete me tient gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4B3,AB,,,,
289,3,,Bonne amourete me tient gai.,2,R 82,2,,,,,,,,,,2,,"F-Pn fr. 12786, fol. 77 v",,,[<B>]onne amourete mi tient gay.,Bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4B3,,,,,
289,4,,Bonne amourete me tient gai.,3,C 1390,1,st. IV,Fin de strophe,,L'auteur,,,,Dire,,1,,"F-Pa 5198, p. 163 b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone amor que i'ai mi tient gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,
289,5,,Bonne amourete me tient gai.,3,C 1390,2,st. IV,Fin de strophe,,L'auteur,,,,Dire,,2,,"F-Pn fr. 845, fol. 52 va",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bone amour que i'ai mi tie{n}t gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,
289,6,,Bonne amourete me tient gai.,3,C 1390,3,st. IV,Fin de strophe,,L'auteur,,,,Dire,,3,,"F-Pn nouv. acq. fr. 1050, fol. 110 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone amor que i'ai. mi tient gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,
289,7,,Bonne amourete me tient gai.,3,C 1390,4,st. IV,Fin de strophe,,L'auteur,,,,Dire,,4,,"[F-Pn fr. 24406], fol. 88 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,
289,8,,Bonne amourete me tient gai.,3,C 1390,5,st. IV,Fin de strophe,,L'auteur,,,,Dire,,5,,"F-Pn fr. 846, fol. 119 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bone am{ors} que i'ai me tient gay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8,,,,,
289,9,,Bonne amourete me tient gai.,4,M 1073,1,,Enté,,,,,,,,1,vdB 289Lu1073,"F-Pn fr. 844, fol. 3 v",Bone amourete me tient gai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4B3,AB,,,,
290,1,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",1,C 741,1,st. III,Initial,N 38,Meliacin,Lui-même,Quête de Celinde,Commentaire,Dire ; Oïr,,1,,"F-Pn fr. 1633, fol. 51 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>One auenture auiegne a fol espoir ki Les amans fait uiure et resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,2,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",1,C 741,2,st. III,Initial,N 38,Meliacin,Lui-même,Quête de Celinde,Commentaire,Dire ; Oïr,,2,,"F-Pn fr. 1589, fol. 51 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>One auenture auiegne a fol espoir qui vrais ama{n}s fait viure {et} esioïr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,3,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",1,C 741,3,st. III,Initial,N 38,Meliacin,Lui-même,Quête de Celinde,Commentaire,Dire ; Oïr,,3,,"I-Fr 2757, fol. 53 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auiegne a fol espoir. qui les amans fait viure et resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,4,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",1,C 741,4,st. III,Initial,N 38,Meliacin,Lui-même,Quête de Celinde,Commentaire,Dire ; Oïr,,4,,"F-Pn fr. 1455, fol. 42 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auie{n}gne fol espoir Q{ui} lez amans fait Viure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,5,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",1,C 741,5,st. III,Initial,N 38,Meliacin,Lui-même,Quête de Celinde,Commentaire,Dire ; Oïr,,5,,"B-Br IV 319, fol. 43 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>One auenture auiegne a fol espoir Q{ui} les ama{n}s fait viure {et} resioïr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,6,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,6,st. III,Initial,,,,,,,,1,,"F-Pn fr. 20050, fol. 121 r",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auanture auignet fol espoir. ke maint ama{n}t fait dire resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,7,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,7,st. III,Initial,,,,,,,,2,vdB 290M10,"F-Pn fr. 844, fol. 10 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auieigne fol espoir. qui mainz amans fait viure et esioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,8,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,8,st. III,Initial,,,,,,,,3,vdB 290M66,"F-Pn fr. 844, fol. 66 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auiegne a fol espoir que mai{n}z ama{n}s fet uiure {et} resioïr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,9,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,9,st. III,Initial,,,,,,,,4,vdB 290T,"F-Pn fr. 12615, fol. 10 v",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>oine auenture auiegne fol espoir. car fins amans fait viure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,10,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,10,st. III,Initial,,,,,,,,5,vdB 290K,"F-Pa 5198, p. 52 b",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one aventure auiengne fol espoir: qui les amanz fet uiure et resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,11,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,11,st. III,Initial,,,,,,,,6,vdB 290N,"F-Pn fr. 845, fol. 15 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one aventure auiengne fol espoir: qui les amanz fet uiure et resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,12,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,12,st. III,Initial,,,,,,,,7,vdB 290X,"F-Pn nouv. acq. fr. 1050, fol. 34 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one aventure aueigne fol espoir. qui les amanz fait uiure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,13,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,13,st. III,Initial,,,,,,,,8,vdB 290P,"F-Pn fr. 847, fol. 50 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one aventure auiengne fol espoir. qui les amanz fet uiure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,14,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,14,st. III,Initial,,,,,,,,9,vdB 290V,"F-Pn fr. 24406, fol. 26 va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auiegne fol espoir. qui les amanz. fet viure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,15,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,15,st. III,Initial,,,,,,,,10,vdB 290Z,"I-Sc H. X. 36, fol. 3 v",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>oine aventure aviegne fol espoir. car vrais amans fait vivre {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,16,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,16,st. III,Initial,,,,,,,,11,vdB 290O,"F-Pn fr. 846, fol. 81 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one aue{n}ture auiegne fol espoir. qui mainz fait uiure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,17,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,17,st. III,Initial,,,,,,,,12,,"CH-BEb 389, fol. 231 r",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auaigne fol espoir. ke les amans fait uiure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,18,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,18,st. III,Initial,,,,,,,,13,vdB 290R,"F-Pn fr. 1591, fol. 3 r",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>Onne auenture auiegne fol espoir. Car urais amans fait viure {et} esioïr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
290,19,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,19,st. III,Initial,,,,,,,,14,,"F-Pn fr. 12581, fol. 232 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture doint diex a bon espoir qui les amans faut uiure {et} resioïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
290,20,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,20,st. III,Initial,,,,,,,,15,vdB 290B,"CH-BEb 231, fol. 1 v",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>onne auenture auei{n}ne a fol espoir/ q{ui} les amans fet uiure {et} resioïr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11B10,AB,,,,
290,21,,"Bone aventure aviegne [a] fol espoir, qui les amans fait vivre et resjoïr.",2,C 741,21,st. III,Initial,,,,,,,,16,vdB 290a,"I-Rvat Reg. lat. 1490, fol. 7 (4) va",,,,,,,,,,,,,,,,,,,,,,,,,,,<B>one auenture auiegne fol espoir. Car urais amans fait uiure {et} resjoïr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,AB,,,,
291,1,,Bone est la dolours de quoi naist douçours et soulaz et joie.,1,N 65,1,,,,L'âme,Elle-même,"Au purgatoire, en attente du paradis",Discours,Dire ; Oïr ; Chanter ; Chanson,,1,,"F-Pn Collection de Picardie 158, fol. 135 vb",Bone {est} la dolor dont ge atent douchour {et} soulas {et} joie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,,,,,
291,2,,Bone est la dolours de quoi naist douçours et soulaz et joie.,2,C 1405,1,st. IV,Fin de strophe,N 71,Gerart,Flourentine,Après avoir bu le philtre d'amour,Discours amoureux,Chanter (chanson-hôte),Oïr (chanson-hôte) ; Chanson (chanson-hôte),1,,"F-Pn fr. 1374, fol. 155 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bone est la douleurs don raist la douceurs et solaz et ioie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5B3C'5,,,,,
291,3,,Bone est la dolours de quoi naist douçours et soulaz et joie.,2,C 1405,2,st. IV,Fin de strophe,N 71,Gerart,Flourentine,Après avoir bu le philtre d'amour,Discours amoureux,Chanter (chanson-hôte),Oïr (chanson-hôte) ; Chanson (chanson-hôte),2,,"F-Pn fr. 1553, fol. 306 va",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonne est la dolours dont il vie{n}t Et hounours et ioie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,,,,,
291,4,,Bone est la dolours de quoi naist douçours et soulaz et joie.,2,C 1405,3,st. IV,Fin de strophe,N 71,Gerart,Flourentine,Après avoir bu le philtre d'amour,Discours amoureux,Chanter (chanson-hôte),Oïr (chanson-hôte) ; Chanson (chanson-hôte),3,,"RUS-SPsc fr. 4° v. XIV. 3, fol. 25 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo{n}ne est la doulour do{n}t naist la doulço{r} Et soulas et ioie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,,,,,
291,5,,Bone est la dolours de quoi naist douçours et soulaz et joie.,2,C 1405,4,st. IV,Fin de strophe,N 71,Gerart,Flourentine,Après avoir bu le philtre d'amour,Discours amoureux,Chanter (chanson-hôte),Oïr (chanson-hôte) ; Chanson (chanson-hôte),4,,"US-NYpm 36, fol. 65 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonne est la douleurs Dont il naist douceurs Et soulas {et} joie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,,,,,
291,6,,Bone est la dolours de quoi naist douçours et soulaz et joie.,3,C 1405,5,,Fin de strophe,,,,,,,,1,vdB 291M,"F-Pn fr. 844, fol. 108 va",,,,,,,,,,,,,,,,,,Bone est la dolours de quoi naist douçours. et soulaz et ioie.,,,,,Bone.,,,,bone.,,,,bone.,,,,bone.,,,,bone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,ABC,,,,
291,7,,Bone est la dolours de quoi naist douçours et soulaz et joie.,3,C 1405,6,,Fin de strophe,,,,,,,,2,vdB 291T,"F-Pn fr. 12615, fol. 29 r",,,,,,,,,,,,,,,,,,Bone est la dolours de coi naist douçours et soulas et ioie.,,,,,Bone est,,,,Bone est,,,,Bone est,,,,Bone est,,,,Bone est.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5B'5,ABC,,,,
